1.  **Analyze the Request:**
SPEAKER_03: Let me add maybe the flip side argument. So I've never been a user of any of these technologies. I'm sure I will test some at minimum amounts at some point. Tornado Cash, terrible name. I believe that it actually also contained a capability at least to prove source of funds on one side. So you could prove that your funds were acquired legitimately, even if they were obscured later. I don't think you can do a severability with the bad funds. And that's the key point that Amin was telling me is the difference. But I think the counterfactuals, what the hardcore other side cypherpunks would say is something like, well, what about cash? All cash is dirty. It's all been used in some bathroom to get some illegal substance from point A to point B. It's really the preferred still technology for certain kinds of money laundering and all that sort of thing. There are serial numbers, I guess, but we don't go and say cash is the problem. And the anonymity set of cash includes lots of bad acts. And so this presumption of guilt, if you're putting your money in the pool, you're aiding and abetting North Korean money laundering. I don't buy it at all. And on the other side, you don't want to seed that argument. And everywhere in the world is trying to seed that argument. The banking system definitely has a guilty by default ethos, like prove everything about you. And we're going to surveil every transaction. And we'll tell you if you're allowed to bank, basically.

SPEAKER_02: I think there's certainly a very valid argument on that side, sort of like this supposition of you going, but it wasn't me, sir. Here's my ZK proof, I promise. What's a ZK proof? What are you even talking about?

SPEAKER_03: Exactly. So if you pick this like half step, you're kind of just saying, oh, you use this privacy tech, but you're like, what are the easy ones to pick off?

SPEAKER_02: And it makes it a permission system again. You could say, oh, it's only a bit, but...

SPEAKER_03: I don't know the details. Amin said it does break the fungibility, which is kind of a way of saying the same. It's like with Bitcoin. You have tainted ones and not.

SPEAKER_02: But talking to Zach, it seemed a primary motivation wasn't so much being compliant as it was we don't want any more of our friends to go to jail.

SPEAKER_03: Yeah.

SPEAKER_02: And maybe that's a passing phase. At the same time, I don't really know what the Tornado Cash people did other than build software. Could have been more than building the software, but there's no way that building some software should count as a conspiracy to launder money. That's never applied in any other case, really, maybe except as regards the crypto industry.

SPEAKER_02: Also worth saying, though, I think is that many parts of the world are not so progressive as the US on that matter.

SPEAKER_01: Jim, I think we're starting to get a little bit over 30 minutes. I wanted to kind of touch base with you. I know you're still pretty jet lagged. What were your impressions at the conference, especially since you attended a lot of agentic AI talks too? How real is that? What do you think? What were your big takeaways from the conference?

SPEAKER_00: I was pretty excited to go to anything AI. But I don't know, we're sort of like in the hype part of the hype cycle right now. And I went to, on the first day, to one where multiple people speaking. It was like somebody who had put together a company where they were using AI to maybe go and do DeFi trading or something like that. And it would sort of holistically understand what's happening in the world and try to use that to trade. There were panels of people where it was multiple people with a variant of that story. And it was all very inspirational sounding and a little bit light on the details, but everybody was very excited by it. But I'm sitting there listening, and I'm like, there's no way that this stuff is really cool. There's no way they're doing it. I remember it would be a much bigger deal if some of these succeeded. And most, it's funny because at these events you can still have a lot of marketers there, but there's still enough geeks there that sometimes people just blurt out honest things. And after hearing lots of marketing speak, I remember, I forget who it was, and I probably wouldn't say who it was anyway, but one guy, they had been spinning up this whole story again, like I had said before. But they were like, oh, and this actually works. And he got a little too honest. And he was like, oh, if this thing actually worked, do you think I'd be sitting here right now? And so that was sort of like the theme to me. It's like overpromising some really cool ideas, but it didn't look like it was actually. And this is kind of the case in AI in general right now. There are huge breakthroughs. AIs can do a lot of stuff that would have shocked me just a few years ago, but it's hard to get them to actually sort of complete the whole job for you or actually work as advertised. So that's the common theme I was seeing there in these talks.

SPEAKER_02: Did you see anything with post apps? Any kind of post apps sort of like, hey, look, you can just AI drive this and that kind of text or voice interface as opposed to UI? Post applications, right? You know, soon we won't have applications.

SPEAKER_03: Oh, post apps. Yes.

SPEAKER_02: Or was it more infrastructure stuff that you were seeing?

SPEAKER_00: It looked like infrastructure stuff, what I heard, but there were many, many groups up there talking about it.

SPEAKER_03: The trading bots are arguably post apps. I mean, you kind of probably tell them what to do and they theoretically give you more money than you had when you gave it to them, like a little financial manager. I also like, I think I've said before, when I've test driven Klein and told it to go do a swap on our testnet, it can do it. But it goes pretty slow through the UI. It's understanding it visually. I don't know that it's that much easier than a human. But I think you could mostly give a declarative intention to an AI. Hey, I want to rebalance from Bitcoin into Bitcoin and ETH. I think they can do it, but it's not like... sorry, go ahead, Jim.

SPEAKER_00: I guess there is a subtle distinction between an agent and a helper or just using AI as the UI. And as an autonomous agent, that's the stuff that seems not quite baked to me yet. But I saw a couple talks where people were talking about just using it in place of the existing UIs that are out there right now to help you each step of the way do things. That probably is great. We all use AI in that kind of...

SPEAKER_01: I did hear a very interesting talk by the people formerly in FIRA, but now DIN, like Decentralized Infrastructure Network, who were talking about really thinking about AI agents as users and how to make it easier for them to interact with the network. So from that point of view, I do think that there's some, I don't think it's really replacing UX. I think it's more targeting a different class of user entirely, AI agents.

SPEAKER_03: Let me add to that. For a long time, I've been worried about our mobile story. During the conference, I was using our app on mobile a bunch. And while I'm still worried about it, I think in many cases, it will be leapfrogged by just like, hey, chat, go do this thing in this app for me. There's a downside to that in that we have just yet another aggregator, but an upside in that you might not have to make a really slick mobile app. And I think that'll continue. And I don't use that pattern much yet, but it's something we should definitely lean into. And I've also seen pretty funny things. Some B2B SaaS Twitter handle made some posts where it's like, yeah, we sold the Enterprise app. We wanted them to use it more. So we made an AI to use it for them, and they're using it more.

SPEAKER_01: Well, what you described, though, I heard the MetaMask team, they're really talking about intents, like instead of making you do a lot of clicks or stuff, just tell it, okay, this is what I'm trying to achieve. And then find me the best savings, right? And then we'll go and do all of that stuff. I know we're over time, so I want to go around the horn and say, what is the biggest takeaway you got from this DevConnect? Let's start with you, Kieren.

SPEAKER_03: Privacy seems much more viable now than I thought. I've been generally a skeptic, even us having worked on it a bunch. But I think there are pretty solid mainnet live use cases for it that work now that we could also incorporate. I honestly think if we're talking about consumer mass adoption, you can't really have these clear text balances. Yes, it's pseudonymous, but it makes everybody uncomfortable. Bob is fond of quoting the time when very obviously one of the Ethereum core devs moved like a quarter billion dollars into Binance or whatever. It's not... I've tried to accelerate our privacy roadmap in response.

SPEAKER_01: Jim, what was your big takeaway from this conference?

SPEAKER_00: The coolest thing that I saw, if it's real, is, ZK is also one of these things which is prone to overhyping. But it seems like maybe scalability of Ethereum might be solved through some ZK means sometime in the next couple of years. If that really happens, maybe I've heard something about that before, but I probably just ignored it. But people were talking about it like it's around the corner right now. Looked into it a little bit. If it does what they say it does, it could be pretty impressive. So that was exciting to me.

SPEAKER_01: Bob, what was the biggest takeaway from you?

SPEAKER_02: I think that's true on a few different pieces, both in terms of privacy and scaling. I think some of these things have taken so long. Here we are 10 years in. I just looked, it was November the 10th by the way. The Strato talk. Congratulations. Almost exactly. Some of these things have taken 10 years really to get where we thought we'd get in a few months even. And I think that will be the zkification of the L1 that would basically end up with not really doing any execution on the old one. It's just proofs of things that are happening up above in whatever execution environment that might be. I'm feeling very like we didn't talk about the price action, but that does not at all to my mind reflect where we are on the tech, which I think was a really positive thing. A checkpoint for me of like, shit, a lot of these things, we're kind of like really there, and things moving really fast. If we look back in five years, say, or even three, I think we're going to be in a great place where we're almost feature complete maybe.

SPEAKER_01: Software is never really feature complete. But I would say that the biggest takeaway I had is like, I think ZK proving, which is different than the compilation part, has come way faster and way down. Last year when they were talking about it, a typical proof took minutes and required 48 GPUs. And now I'm seeing two GPUs and closer to the 10 second real time holy grail that we're getting to. When I looked at the things on fboot.org, I was really impressed with how close it was and what people are doing there. So I think we'll call it there because we're already 15 minutes over. But where can we find you? I'm Victor Wong. You can find me at X at Vic4Wong. Kieren, where can we find you?

SPEAKER_03: K. James Levin on X and most places.

SPEAKER_00: Jim?

**[45:25] UNKNOWN:** Jim?

SPEAKER_00: Still Twitter. I've also forgotten my handle again. I should probably remind me next time to look it up. What was it, John John or something? I looked it up but I can't, it was like two weeks ago. I'm going to keep asking you.

SPEAKER_01: You're good. This is a weekly pop quiz for you, Jim. So you better learn it.

SPEAKER_02: Look at the notes on our website. I always like do the link. I always apply to that and correct it. So I'm Bob Summerwill. Summer like the season and W-I-L, write your will on Twitter.

SPEAKER_01: And thank you for joining us. Take care.

SPEAKER_00: I'm looking at my handle right now. It's Jamsheed Hormoz.

SPEAKER_01: You get a 50%. Just pass.

SPEAKER_00: That's even more embarrassing than failing. He has his own.
