1.  **Analyze the Request:**
SPEAKER_04: We've been, you know, sort of assuming an expert audience. Can you define the term client for everybody?

SPEAKER_01: Oh, so it's the software that blockchain runs on. The thing about usual software is that, you know, like if I just like run a video game or something, I just get a computer and I put the software on it. And that's my running project. In a blockchain, it's a distributed thing. So you have to create a piece of software that can be run from anywhere in the world on multiple computers simultaneously. So you're building sort of a world computer of chained, Nodes they call them. And so we were building one of these nodes that could connect to the existing test for net at the time.

SPEAKER_04: Yeah, gotcha. Perfect. Putting us in the client's arms race, if you will. That was the one I was trying to make. I want to talk real quickly about some other things from that summer. You guys participated in the crowd sale, did you not? That's why you bought the Bitcoin the first time? Or did you buy it first?

SPEAKER_00: Yeah.

SPEAKER_04: Got a token amount. Gotcha. So the, from our, our side, um, we ended up, uh, mostly my dad, but obviously with help from the Ethereum people. So they, they coded up a site to do the crowd sale. So Ethereum was one of the first, maybe the first, um, to pioneer basically, you know, a, um, kind of pre-funding event, if you will, where they sold the token Ether in exchange for Bitcoin to the users.

SPEAKER_00: Basically an ICO, right?

SPEAKER_04: It was essentially an ICO. There was no name for it then. But I remember the price varied a little bit over the course of the sale, but it was like one Bitcoin to 2,000 Ether, which meant you made pretty good returns if you participated in the crowd sale and sold at the right time or still holding. But the way it worked, it was complicated. So Ethereum itself made ICOs pretty easy. The for Bitcoin it was basically, I think the Ethereum Foundation had um to set up an address for you to send the Bitcoin to and so that they could mint the um the Ether and the genesis block for you and you also but the the foundation like you know rightfully in decentralization terms did not want to just hold everybody's keys. Right? So you had to sort of generate your own keys and the website did this and download them. There's these huge warnings like you must download this file if you lose this file you will lose access to your funds. And so that some of the the Ethereum folks coded it up. Um, there was some, I think they generated unique addresses for each funding event for traceability sake. I'm not quite sure if they did that. Maybe there was just one exodus address or all that sort of thing but actually no there must have been just one. So we were a little bit the help desk so sometimes people would try to find it wouldn't work. Um, try to try to purchase Ether. Um, and there were interesting goings-on. There were, there was like a fake Twitter account that emerged. Um, with the E and the U in Ethereum transposed so it looked just like Ethereum and they had assembled, um, you know, 25,000 followers or something, no doubt bots that whatever hacker controlled or maybe you pay for those. And they were offering special deals on Ether. So it went live. So this is something that's been going on for 10 years now. Um, I you know even I've heard new crypto projects, um, you know, when they start to get popular people start selling their tokens over Twitter even before those tokens are issued now so they've gotten more sophisticated. Uh, but yeah so I I remember reaching out to a friend of mine who was working at Twitter at the time and helping like escalate the ticket that you know, uh, because the like a big theft could occur and I believe did not. Jonathan configured one of the block explorers maybe it was blockchain.info I can't remember so that every time money hit a certain address a noise would play so we're in this room and we were like we're in the room all day because it's like we're in like help desk mode and we just hear the things come in. And there was a schedule over like 14 days you could fund at no monetary consequence. And then the price started to go up over the course of, I believe, a 42-day sale. All in all, I think 7,000 unique purchasers, something like that. But it was quite an affair. It's definitely more streamlined now. And to clear the way to do all of this, they got a legal opinion that they're selling software, in essence, to people. From you know a reputable law firm and you know some of that all that made it to the terms and conditions it was a big rush to get it all done. Um, and then so I think that raised didn't even remember it's like 22 million bucks at the time.

SPEAKER_00: Yeah I thought it was well it was in Bitcoin so I think it was like 20 million.

SPEAKER_04: Well I remember vaguely that it was at the time of the sale it was 22 million.

SPEAKER_00: Yeah I think that's right and interestingly in the course of the sale and maybe a little bit having to do with the sale. Um, the price of Bitcoin starts to go down so I believe it's 600 or so at the start of the sale and it's just it's kind of we notice it dropping. Um, kind of continually. I guess, uh, and maybe at the end of it it's like high fours low fives and you know it's foreshadowing it'll kind of go on to drop from there. Um, but yeah okay so did you guys uh remember the experience of the the the funding site and all that sort of thing. I think we were not speaking about that specific detail at that time.

SPEAKER_00: Uh I remember the site I remember a clock on it but I don't remember too much else about it.

SPEAKER_04: Yeah okay so the crowd sale is like not a huge part of your memory it's a huge part of mine I guess because we were like dealing with all the issues but. Uh, Vic were you uh you were just getting kind of interested at this time right like?

SPEAKER_00: Well Jim like Jim basically when he, he was going to buy this Bitcoin he was like oh I'm going to buy this Bitcoin and to participate in the crowd sale do you want to participate and I was like um you know I'm gonna feel like a real idiot if I don't do anything so I just it was just some yeah we were just going to say like some nominal amount that we did and you know of course it's probably turned into the best investment I ever made but like yeah it was we had pulled our resources together because it was so hard it wasn't easy right.

SPEAKER_04: You're like generating this.

SPEAKER_00: Yeah exactly seed phrases you know this that and the other it just was mind-boggling really complicated you know so. Um, and but like I think the biggest problem with the step was getting actual Bitcoin like you know I mean Jim was in the Bay Area right the heart of it all tech things you know I was in Vancouver and it wasn't Vancouver was an early Bitcoin adopter but it was still really, really hard to find anyone who would be willing to sell you Bitcoin.

SPEAKER_04: Yeah, yeah. Um, that's very interesting. Yes, in any case, uh, the okay so the sale happens and now the project is funded and it's really funded you know. Um, I suppose, you know, there are plenty of mega VC investments at that time, but it's, you know, the bubble years in, you know, 2020, 2021 were not heard of at this time. Like, you know, Series A investments were still between like three and 10 million bucks. Salaries probably a little lower than they are now back then. This was a lot of money. And so the Ethereum folks then kind of it was very technically driven. They kicked in all of their technical dreams, so to speak. So Jim's point about the really big claims, they really were, in a sense, trying to create a whole new internet. A couple examples. So not just the proliferation of clients, they're going to make a browser, the Mist browser. They're going to make a peer to peer messaging system called Whisper. They're going to make a decentralized file storage system. They chose to make a virtual machine like Java. And we always thought that JavaScript was the better analogy because it kind of won on the Internet. Has anyone ever seen an applet in the last 15, 20 years? Um, but they made multiple languages that would compile to the EVM. Um, and you know there's some benefits to that it's definitely evolved over time. Uh, I don't know do you have a more specific memory of like they were making a lot of stuff but it was can you get into the experience of trying to make something compatible with what they were doing at that time?

SPEAKER_01: Well once I found the yellow paper it wasn't as difficult because that centered me around the blockchain part of it but it was that earlier marketing material that was very confusing to me because they would talk about you know you would have these videos like what is Ethereum and then it would just go off into all these things like you mentioned a browser or a messaging system. Uh, and I think there was even some talk in there about replacing TCP/IP or something. I I can't remember some of these things actually came into being, some of these didn't. I think my learning process was first realizing what blockchain was, but then digging a little deeper and being confused that I didn't really know what was happening because I thought this was going to be a blockchain project and then they were talking about writing browsers. And then and then realizing when i saw the yellow paper that yeah this is the core of what Ethereum is that other stuff is sort of like pipe dream stuff that may or may not come to being but. Uh, but yeah so that's how it went and then then once i got the the concrete, um, uh, test net, uh work that then i understood what was going on so gotcha.

SPEAKER_02: It was wild.

SPEAKER_04: And I'm struggling to remember the timing on all of this. Actually, no, I'll go to CryptoEconomicon first. So now we're going into January or so, 2015. So a couple times, so Vitalik visits the Bay Area a bunch. Did you remember, we went to a couple meetups with Vitalik, did we not?

SPEAKER_01: Yeah.

SPEAKER_04: Um, I think it was super casual.

SPEAKER_01: I remember it's, it's funny. Cause you're like now, now he's, he's famous, but, but in those days we would just sort of like hang out with him after the meetings and, and, uh, he would, uh, kind of like go and bum, uh, uh, you know, like a couch to sleep on in the night. One time we like drove him to somebody that he found a couch to sleep on just, uh, fun, casual times.

SPEAKER_04: Yeah. Yeah. There was, I think he, so he won the Thiel Fellowship. So there were like beds there. And I have a memory of, uh, I think we drove there was a meet up in like the South Bay and like you drove them into the city or or something like that. It was a Crypto Castle NSF at that time. Uh, that we occasionally visited hang out there. Um, you know it was um I imagine he's still you know uh really has his little need for creature comforts I'm sure he could procure whatever he likes but um you know it was uh it was funny times really nice coaches nowadays you know really nice. Um, but um so I can't even remember quite how we got the idea but we were talking about For whatever reason, a bunch of people were going to be in the Bay Area late January 2015. And we decided to, and I had also, so through Steve, through Ben Lorica, who was a great guy, who was at the time sort of the, I think he was head of data science, but also really the kind of head of content for O'Reilly's conferences and that sort of thing. We booked a conference um at Fort Mason and I had a co-host named Lauren Lance uh also running a crypto startup these days I believe uh also a great guy. Um, and we so given that the conference was on the calendar and we knew a bunch of people in part for the conference but I think something else was going on too would be in the Bay Area at that time we decided to run kind of a parallel technical conference. Um, that week uh which we named the verbose Crypto Economicon. I think the term crypto economics either was invented or popularized by Vitalik. There's also this guy named Vlad Zamfir, I don't know quite how to pronounce his last name, who was working a lot with Vitalik on proof of stake and other things and went on to start his own big fairly successful crypto project, the name of which is currently escaping me.

SPEAKER_00: Vlad Zamfir, have a long time right like then he did have complete proof.

SPEAKER_04: Vlad Zamfir, I think he yeah I think he did it for the foundation for a while, but then started his own thing sometime later and. Funny guy but he would say like crypto economics is it crypto or is it economics. Um, and it certainly never really stuck but that was the theme of the conference so we had like two academic track days and a business track day. Um, I believe and we had a bunch of speakers one of whom you know who spoke at the O'Reilly meeting and then would also speak at Crypto Economicon. Um, the the building we did it in. Um, so we were uh it was co-hosted with a company called Coinify which I don't believe exists anymore. Um, a nice guy named Tom Ding but I guess Tom Ding had like some good.

SPEAKER_00: You know plugins for capital and access with the Chinese government like like the the do you remember the details around who owned that building I think it was some construction conglomerate I remember going like what like what does this have to do with construction you know it didn't have anything to do with tech at all like it was just.

SPEAKER_04: That's that's the thing I that's the thing I remember most about it so yes I should point out that you guys met each other at this conference too we met each other in we'd already been having conversations online I think like because you guys would get together and we'd like chat sometimes but we'd never actually met each other in person.

SPEAKER_00: Um until that conference yeah it was like a month or two or three in I think at that time yeah.

SPEAKER_04: Um and it was like uh it was a cast of characters like the the O'Reilly conference is a little more shiny corporate. Um, yeah not three four hundred attendees something like that pretty pretty successful. Uh, the the Crypto Economics conference was great but kind of crazy like there was a guy whose name is escaping me in these like smart guy very tight bike shorts and he kept like raising his hand and you know I think he had like a defense background. Um, I'm trying to IBM had a big speaking slot at the time they were they were promoting Ethereum plus some other technologies as like the key to their IoT stack.

SPEAKER_00: I'm trying to even remember okay I actually looked this up so the the participants like it was a very small group of people like I think 20 25 but in the among that group of people was so yeah Vlad who did proof of stake was there Vitalik was there you know Gavin was there who was working on Ethereum but later went on to do Polkadot. Dominic who went to do you know Internet Computer was there. Yeah um i think Jae Kwan was there who you know went off to do Cosmos like a bunch of Bitcoin Core devs were there. Um, you know it was it was just a crazy group of people to be like like if you looked at the amount of talent like I know people are talking about the PayPal Mafia that was like the crypto mafia right like it was like everyone who went off you know almost everyone in that room went off to do a pretty successful project and but there was like i remember being in that room and kind of like we started talking and i was really starting on my journey about learning about Ethereum and i was just completely baffled like i spent probably 90 percent of the time on Wikipedia like trying to figure out like what does the Byzantine Generals problem have to do with technology why are they talking about this you know like or or you know like SNARKs what are SNARKs like you know i remember like looking like trying to madly keep up with these things but it was just being in that room was exciting like you could it was the first time that i ever totally clicked in that what they were trying to do was a new kind of computing platform and that like you know because it always got overshadowed by the financial money crypto aspect of it right but you could in that room it was very different it was just like everyone was really focused on like okay how do we build this world computer right so like um and yeah like I mean the talent level was off the chart in that room like it's just amazing. Yeah um Vic should tell the Robin Hanson story.

SPEAKER_04: So for the context of the listener, if we forget any, Robin Hanson is a really smart guy, kind of famous, sort of quite technical economist. I think he's a George Mason or something like that.

SPEAKER_01: Good Twitter follow too. You should follow him.

SPEAKER_00: Well he invented prediction markets basically yeah pretty much he's the father of prediction markets so you know and to be clear Robin Hanson is way smarter than I'll ever be but like so I was in that conference madly you know in Wikipedia for the for the three days ahead of O'Reilly we ourselves were all pretty new to the blockchain so yeah and like you know it was and people were like going really really deep into this conceptual things and like um so but after those three days was the O'Reilly conference and at one point in the O'Reilly conference they had like sort of like a lunch where everyone sat around these big tables and kind of a networking part of it and I remember Robin was like one of the um panelists on some panel about blockchain and he was asking me like oh you know what do I do and what what was I here for and we had a conversation and I just kind of summarized a few things that I learned over the past three days and so we had this conversation and I said you know it's not really about money it's about you know building this world computer and all these things and um he basically got on stage and reiterated a bunch of things I told him during lunch and everyone was like how did Robin become a blockchain expert like he's really on the cutting edge of where this technology is you know but it was just amazing you know yes yeah.

SPEAKER_04: Was yeah there's quite a room of people. Um, we had some we had Robin's also a bit of a futurist we have another kind of quote futurist guy named Steve Omohundro another pronounce it was a super smart guy uh as well and i've not really spoken to in a long time. Um, but it was I think there was this you know an energy in the air that was um quite palpable. Uh, and so it kind of I don't know, did this, it was a big thing that convinced us to start our company, I would say.

SPEAKER_00: I think the thing that kind of convinced us was like, it was like being in two rooms, right? There was CryptoNomicon where it was like, everyone was talking about this new kind of computing platform and all the things it could do. And then there was the O'Reilly conference where you had a bunch of big bankers, you know, like Reid Hoffman was there and people, and they were talking about, money like this was about money and and like it was clear that they didn't know what was really going on in the other room like that you know something much much bigger was happening and I think that convinced us as like oh we could build a bridge between these two worlds.

SPEAKER_04: Yeah, yeah I remember that distinctly and it was yeah such a funny time. Um, the big headliners at the O'Reilly conference Reid Hoffman um.

SPEAKER_04: Alaji spoke. Bill Janeway, I believe, and some others. Okay, I want to shift gears to the... client race which we've hit on but at this point I got really into it so I was never I was I learned in school enough how to program software but was not a you know professional quality software developer and I kind of learned enough of that quickly on the job with Jim so as Jim alluded to we would meet up at my Berkeley apartment I think first we were meeting at Tom Preston-Werner on say Telegraph just north of Ashby, yeah just on the right by the Oakland border and then later we met a different very close to campus yeah like Bancroft and Telegraph. Tom Preston-Werner and you know, so it was an open source project. And there was um because lots of people were making their own versions of it there was sort of a like I said a fight for the definition of it which is in the end settled by the yellow paper but um you know I can you talk a little bit about that time where we're just coding really hard. Um, uh you you and I and just like trying to keep pace with the the spec. Um, etc.

SPEAKER_01: Well yeah I mean the it was fun and frustrating at the same time because um I think that the Ethereum Foundation was trying pretty hard to put the specs out there but still things were changing faster than like the yellow paper could could keep up to things so I would just uh like have something to the point where it was connecting and communicating and running running the virtual machine. And then like next day I'd come in and completely wouldn't work. And maybe, maybe a few weeks later, like the yellow paper would be updated to explain why. But in the meantime, the only way that I could sort of figure stuff out was to just go and get one of the other clients and read how in the world are they getting this thing to work? And there was one point when they added encryption to the connect to the connection that essentially changed the protocol completely. I connected, nothing was working anymore. I had to like just dig in and.

SPEAKER_04: Yeah that was actually it had repressed that memory. Um, the so mostly Jim figured all this out but they so the Ethereum people put um just for the technical audience kind of the equivalent of something like SSL into the product. Um, so in the yeah yeah they put end-to-end encryption in and there's a complex like handshake and then like a session was created between peers and yada yada and so it's really hard to implement stuff like that because all of the the mess you're getting back is encrypted so you have to get it totally perfect and then it makes sense if you don't get it perfect nothing makes sense and you don't know why. Um, I was just irrationally about it like I was like I I didn't care whether this was good or bad for the.

SPEAKER_01: For the product but i was actually genuinely confused too because you have like this open network that anyone can connect to but you want to encrypt everything that's going on it it took me a while to figure out why that actually happened i i was asking around uh in various like uh uh DM services i don't remember where i used to go and talk to people uh and i found giant Skype threads I remember at the time.

SPEAKER_04: There was like huge like we this was like I think we weren't even using Slack yet it was like there was tons of Skype. Slack was just getting popular at this time. Ethereum had a Slack. Um, uh ConsenSys out of Slack we can get another ConsenSys story a little bit. Um, and the but yeah we had a Skype thread for some reason you know like just because it was the thing that people used for a threaded discussion group. WhatsApp maybe wasn't popular or not for this purpose. You know so.

SPEAKER_01: I dug around a while to figure out why in the world encryption had even been added to this. And I kept getting sort of like, oh, we want to make sure that this information is private. And I was like, it doesn't make sense. I can connect anywhere and see this stuff. Finally found one of the people that had implemented it. And the idea wasn't crazy. It had nothing to do with. I mean, I guess it had something to do with encryption. But their thought process is that it was more about identity. Once you join, you wanted to have essentially like a cert that verified that you are who you say you are. And they wanted that there for the various extensions that they were putting in. And so, okay, that wasn't crazy. It was very annoying to me to spend a week of my life trying to implement this. But the other thing that's kind of funny is that um and I maybe Karen you know more from talking to people over the summer but there was sort of a distrust in standards. Um, and so like I think like the thing that usual software engineer would do is be to actually get SSL and implement it with that uh uh or or to take like like um I don't know hash algorithms that were um um that had like a corporate stamp of approval and put that in but they always wanted to sort of like put things a little bit outside of there because I think they feared maybe truthfully of backdoors and all of these things and so I I essentially uh had to go and get a lot of non-standard um encryption algorithms and and paste them together into an SSL like thing.

SPEAKER_04: Yeah, I can add a little bit on that. I would say the building blocks were at least semi-standard. They use the same elliptic curve as Bitcoin for the actual signatures and transfer the money and all that. The algorithms that went into the reinvention of SSL, like I think the building blocks were just normal stuff they didn't invent hashing algorithms or signing algorithms and all that sort of thing but the composition is something you have to be quite careful about.

SPEAKER_01: They weren't just inventing encryption. So they were taking things that were approved of, but they weren't taking things that were the standards.

SPEAKER_04: Exactly. That's right. And I think it did have to do a little bit with backdoor fear. But also, I remember a comment one time, like, you know, TCP has never been proven to be able to be the backbone of a peer-to-peer network. And there was some, like, I think BitTorrent... you know maybe it is UDP or something and plus something proprietary on top or something there was the belief that the um existing protocols were insufficient and it might be right it also might be just like going back to the point like they had a lot of money at this point like they wanted to rebuild everything so I think it's probably some mix of of those those things.

SPEAKER_01: I mean, for instance, the hashing algorithm that they chose to use in the early days was they were calling it SHA-3. But SHA-3 hadn't been finalized at that point in time. So they were sort of like taking the proposal. And so I went and got the code in the Haskell code base that did the proposed SHA-3 at that point in time. And then one day I kind of like went into the, uh, I think like the C++ client and looked around and they started calling it Keccak. And I was like, what, what, what, what's going on here? Why did they change the algorithm? But it was still connecting to what I had there. So, uh, it was a little bit confused and I found out later what had happened was, uh, there had been a last minute change in SHA-3 and the Ethereum team felt that this was a government backdoor that was being put in there and they refused to put that change in and so they stuck with the original proposal which was called Keccak which is something that I had already implemented there but they aren't technically SHA-3 anymore so.

SPEAKER_04: Yeah. Sure.

SPEAKER_01: Okay.

SPEAKER_04: I have a vague memory.

SPEAKER_01: I'm not saying it was a government vector. I don't know one or the other, but that was their belief.

SPEAKER_04: Um, can you talk a little bit about, okay. Uh, you're talking to Roman some at this time, um, who's Roman, you know, what was going on? I also remember, um like the issue of sync. Um, and i i want to you to say it but i'll prompt you if if need be.

SPEAKER_01: You know, there were kind of like two tiers of software developers in the original sort of test net. There were like those who were around from the beginning that I was not in that group, you know, again, driving around country. But um so uh and then and that included uh i i guess Python which was Vitalik's, C++ and and Geth uh were were first year. Was there another first year I'm trying to remember I think those were the three like foundation blessed sponsored one. Jay was in the original group but then it got kind of pulled out perhaps sold out.

SPEAKER_01: Yeah because i okay i i i i may run and might have worked for the foundation.

SPEAKER_01: Gotcha.

SPEAKER_01: I think he started a little mysterious to me because I first thought he was part of the foundation but then I found out later he had been someone who came in a little bit later and then maybe there was some I don't know again maybe you know more than I do Karen but there was some maybe some arguing there or something and so they weren't really communicating with him as much.

SPEAKER_01: Uh, don't know if I got that right but but uh but so yeah so that was the so Roman um was the Java clan what was Roman's last name.

SPEAKER_04: Mandeleil.

SPEAKER_00: We can look at it. It was Roman who did Java. Gavin was doing C++ and Jeff was doing Go, I think. And then Vitalik Python.

SPEAKER_01: But Roman and I were the later guys. And I did the Haskell client. And Roman may or may not have been in the Ethereum Foundation. I was not in the Ethereum Foundation, but I met with those guys a number of times. The thing that everybody, uh, I guess what you were alluding to I'm not sure what precisely uh the story is looking for but but it was sync speed was the thing that everybody would commit to compete against and I remember like going to various meetups and Roman would always kind of run up to me and he's like how how long does it take you to uh sync up to a million blocks and in the testnet now. And so there was always like this competitiveness around sync speed, which is an important thing, but there are other things too. And so everybody was just rushing to get sync speed faster and faster at that point in time.

SPEAKER_04: The thing I wanted to capture is, in some ways, one that seemed a little juvenile at the time, but it was also genius. You've got a lot of technical energy all focused around this one thing, Ethereum. These people probably could have tried to make their own Ethereum-like blockchain or Bitcoin-like blockchain or all that sort of thing. You know, it was sort of open source made the best get merged sort of, you know, attitude and that it probably made for a better product at the end of the day. That was kind of the main point that like, yeah, it was it felt like, you know, nerdy kids playing with things, but like it kind of works, you know. I also remember they flooded the testnets with giant blocks of data at some point. There was a lot of... the you know people were treating it like this is like a spacecraft launch like you had to like really stress test it. Um, because you know gonna be the new world computer. Uh, and so in some ways while the development was far more incremental and then like a Bitcoin there was still very stringent and perhaps unrealistic scenario testing that was going on before the launch.

SPEAKER_00: Well and I I think one thing that's kind of interesting about it also is that it was very meritocratic right in in and like there was all this competition going on but even though like Gavin was technically CTO and Vitalik is obvious Vitalik, but they didn't win. The one that won was Jeff's Go client. You could imagine in any other scenario, they could have just put their foot down and said, no, we're going to go with Python or no, we're going to go with C++. But they went with the one that actually performed the best and was doing the best.

SPEAKER_01: It was a surprise to me. I was always treating C++ as the reference client. And Gavin was sort of more of a spokesman over there at the time. Jeff was sort of quieter. At the last minute, I think there was some discussion about they needed to go through a security audit. And the story I heard, I don't know if it's true or not, is that they chose to do Geth first, thinking that the C++ would be the last thing and they would put that out there. But uh he kind of quietly went through that and uh I honestly like I don't know maybe I'll I'll step on toes saying this but like from using all of these clients the Geth was the most stable at the time I would always like I would start it and it would run C++ was changing a lot and so often I would start it and oh it's not working today. Uh, I think that plus the security audit pushed it over and people uh used that one a lot so.

SPEAKER_04: Yeah, yeah, i i have a similar memory. Um, and of course Gavin went on later to create Parity the Rust version which i i think got pretty popular I'm not quite sure where it's where it stands today. Um, so Talking about security, I want to hone in on the theme of the shifting launch date. Jim, do you remember our Victor II? We had started to work on a company related to this, and we're getting worried because they kept adding more stuff, basically.

SPEAKER_01: Um do you want to can you kind of go into our you know anything you remember from what it continued it would have continued except for a bit of unlock that in a way was lucky. Uh, is what ended up happening is Bitcoin crashed at that time and it really put the fire under everybody's feet that they had to get this thing out immediately. Because their holdings were in Bitcoin. And so I think if that hadn't happened, there wouldn't have been the pressure to push it out right then and there. And they might have just kept adding and modifying indefinitely after that.

SPEAKER_04: So I believe the foundation was paying people sort of denominated in the fiat currency, but with Bitcoin. So, you know, if it's X number of thousand euro or USD per month, the Bitcoin amount would vary. And yes, to that end, everyone I remember in that room at Zoog. There was discussion of like, well, what if Bitcoin goes to 10,000? Because that would be really high at that time. We shouldn't convert it. And they ended up being right. I think the prudent move would have been... at least some diversification in the treasury. I believe they kept it all in Bitcoin and paid it out, I think in Bitcoin, but again, the amount would vary. And of course, some bills just had to be in Euro or... whatever the Swiss Francs if that's a or uh USD and so there was no avoiding the fact that runway was shrinking from you know having brought in the roughly 22 million. Um, ramping up big dev teams a lot of redundancy. So I think three full dev teams for the clients maybe half a dev team for Python because it was kind of just Vitalik working out how it all works it was not going to be as fast as the others because there's a Python. Um, then there was, I think they started paying the JavaScript people later. There's development of the Mist browser. The libraries and tooling started getting going. They were doing a lot. And almost all of it was technical, not too much had like a business development you know focus and yeah then the price drops and suddenly what had gone I believe they had forecast a 2016 launch timeline and it got moved up to maybe July 2015. So we're sitting there you know in March we're like oh you're telling us the thing is going to launch in 2016 like did we be doing this and then it moves up it was great that it moved up. Um, Jim do you recall how do you remember how you predicted roughly when it would launch.

SPEAKER_01: No I'm not sure what you're referring to.

SPEAKER_04: Um I think you plotted a commit graph where like it was like commits by day in the Ethereum repo.

SPEAKER_01: Yes I remember this I don't remember this but okay I don't doubt I did it yeah and so like they the July date called a couple uh was after the deadline had been moved a couple times so basically they're running out of money they move the the deadline the launch date way up right and and they move it.

SPEAKER_01: I remember thinking very heavily about how it had been changing very quickly and then it slowed down and I was happy.

SPEAKER_00: And I will say that 2016 day happened after a series of changing dates because we were like, hey, you know, we want to launch this company, but we need, you know, we were still connected to the hopefully the live net at the time. And so we were like trying to time our thing and they were like changing dates all the time, too. And so I think the 2016 date was like the sort of last one before they kind of changed their mind and refocused.

SPEAKER_04: There were many eras, which everyone has copied since. What were all the names? Serenity after it launched. There was Metropolis.

SPEAKER_00: Serenity.

SPEAKER_04: They were epochs where there would be testing of the software. And they intended to stay in testnet for quite a long time. That's the upshot. And I think they ended up crediting some of the testnet mined Ether 1 to 10, I guess. 10 to 1 against uh really there's a 10 of the value. Uh, for the people who mined on the testnet so they made it kind of progressively more real but it it really was fortuitous that there was that price crash because we might never have seen it might have never seen the light of day so many of the I I think you you didn't even elucidate like all of the projects like there was a Raspberry Pi Clay I forgot about the Raspberry Pi there were like so many projects like it was like we were like what is going on here you know like they built you know okay so there were many different I think I said. Um, there was Serpent which was the Python-like language that compiled to EVM. There's Solidity, which won. Sorry, C++ lost, but Solidity won. And Solidity was kind of put together by Christian. It's sort of a C JavaScript-looking language. There was another one, LLL.

SPEAKER_00: LLL was like a Lisp-like language. Yeah, it was like Lisp-like.

SPEAKER_04: To some extent, it let the developers just be free to do things that developers always want to do, like build peer-to-peer messaging systems, write compilers. It was like, put it where it works.

SPEAKER_00: Exactly, yeah.

SPEAKER_04: Yeah, that was that was funny. OK, let's go to because we can get close to wrapping up here. And, you know, if if there's interest, we could do another one of these because there's lots after the launch. Let's go to kind of right before the launch. OK, so as we're talking about the launch run up, a bunch of interesting things happened. One, we had started to some extent working as part of ConsenSys. So we kind of joined the company and they function sort of as an incubator basically for us and plenty of other firms, concepts, some of which stayed in-house, some of which also spun out.

SPEAKER_01: Brooklyn was awesome too. I had never been to Williamsburg, Bushwick, and it was sort of moving in various locations there. So I used to love coming and hanging out at the offices.

SPEAKER_04: Yeah it was uh ConsenSys got the the famous office on Bogart but first was at an office by the water in Williamsburg it was like something it was in Greenpoint I remember getting completely lost at one point and finding it and like yeah Williamsburg is.

SPEAKER_01: Is great. I remember, I remember like sitting there one day and all of a sudden everybody came screaming in and they were filming an episode of Girls outside. And so I ran outside and watched them film an episode of Girls or part of an episode of Girls, not the whole episode.

SPEAKER_00: Wow, yeah that was so okay so that's earlier it wasn't that March April.

SPEAKER_00: Yeah I think it was April May kind of thing well we moved into the Bogart office um just before the launch of Ethereum in fact we we one of the reasons we moved into that office a little bit earlier was so we'd have enough space to do a bigger hackathon.

SPEAKER_04: Right, right, okay yeah I do remember that um.

SPEAKER_04: So, you know, so we're frantically building the software. We're starting to work with people from within ConsenSys. So we had some folks, you know, join the project, some of whom have gone on to, you know, big blockchain success. Should we tell the Tim story?

SPEAKER_00: Well, yeah, I mean, Tim, the founder of Truffle, helped us kind of build our first blockchain explorer. You know, I mean, he was a brilliant developer back then and still remains a brilliant developer. Aaron, I think, helped us kind of, he, who went on to build MetaMask. You know, we had lots of conversations with him about how to create our REST API and how it would work.

SPEAKER_04: I met up a couple times at my place in Berkeley with Aaron also. It was funny. These folks would just come by, and now they're sort of different levels of a big deal.

SPEAKER_00: Yeah, exactly. I feel like you should tell the hard-hitting version of the Timbs story, just a little bit, because it was funny in retrospect, right?

SPEAKER_00: Well, I think the thing is that we were really focused on, at the time, I think the first idea that we had with BlockApps was that we would create a REST API. Um, and we, you know, I I come from sort of a lean startup background like we really want to push deadlines and at the time people were more in an exploration mode they were trying to do different things and I was kind of ratcheting up the pressure to kind of present this at some at I don't know if it was a conference or some meetup in a particular night and you know as I kind of ratcheted up the pressure to do that people were like you know I think I want to kind of pursue my other interests instead of like working in this high pressure environment and you know like and a lot of early ConsenSys was like that like it was like different working styles and different methodologies but in the end it was kind of amazing like you know the people who did stuff.

SPEAKER_04: Yeah I would say uh lots of really smart people. Um, and a lot of flow between projects it was amorphous at the beginning. Um, there was a lot of excitement but it was also hard to like get someone who was your assigned to your team to like do the thing you expected.

SPEAKER_00: Well that's the thing is that there weren't team assignments right like there weren't the teams I mean we had.

SPEAKER_00: We, they were suggested you know exactly like and but you know people were just flowing in and out which is great for creativity but was hard when you were trying to make a deadline because you know when you're trying to make a deadline there's always sort of not great things to have to do right like you gotta work really long hours and that kind of stuff.

SPEAKER_04: Yeah and um let me see what I felt. So we kind of we looked and saw um you know in our early approach some success at API companies like Chain.com was at the time touting a big list of customers that use their API they then pivoted to a couple other things a more Enterprise Outlook and then they kind of a little bit pivoted back and then we're you know eventually bought by sort of bought by Stellar I believe. Um, so there's some precedent for like okay let's let's have an API let's make this really easy. Um, for people to use and this being you know the Ethereum network itself. And I think we found pretty strong resistance to this idea.

SPEAKER_03: Do you want to talk more about this?

